,Prognozuojamas nacionalinis elektros energijos suvartojimas,Planuojamas nacionalinis elektros energijos suvartojimas,Faktinis nacionalinis Elektros energijos vartojimas
2024-07-20 09:00:00,1231,1315.77,1340.837
2024-07-20 10:00:00,1272,1395.87,1303.926
2024-07-20 11:00:00,1285,1322.77,1304.467
2024-07-20 12:00:00,1308,1395.17,1324.856
2024-07-20 13:00:00,1300,1374.87,1244.686
2024-07-20 14:00:00,1278,1344.07,1172.967
2024-07-20 15:00:00,1234,1297.17,1204.877
2024-07-20 16:00:00,1229,1252.97,1283.205
2024-07-20 17:00:00,1230,1196.57,1303.467
2024-07-20 18:00:00,1237,1226.87,1314.745
2024-07-20 19:00:00,1242,1317.87,1314.708
2024-07-20 20:00:00,1237,1309.37,1292.001
2024-07-20 21:00:00,1230,1276.17,1260.906
2024-07-20 22:00:00,1211,1277.37,1247.361
2024-07-20 23:00:00,1139,1195.27,1174.502
2024-07-21 00:00:00,1064,1129.97,1086.408
2024-07-21 01:00:00,1009,1039.47,1023.134
2024-07-21 02:00:00,979,999.17,990.163
2024-07-21 03:00:00,961,977.67,960.158
2024-07-21 04:00:00,948,959.47,945.582
2024-07-21 05:00:00,937,947.77,956.918
2024-07-21 06:00:00,968,982.27,1056.862
2024-07-21 07:00:00,1022,1045.37,1108.053
2024-07-21 08:00:00,1110,1131.67,1131.397
2024-07-21 09:00:00,1195,1241.07,1178.674
2024-07-21 10:00:00,1248,1340.97,1159.023
2024-07-21 11:00:00,1262,1396.97,1172.721
2024-07-21 12:00:00,1264,1356.37,1194.568
2024-07-21 13:00:00,1259,1339.77,1203.017
2024-07-21 14:00:00,1252,1325.97,1188.179
2024-07-21 15:00:00,1251,1331.27,1172.994
2024-07-21 16:00:00,1249,1307.27,1209.488
2024-07-21 17:00:00,1261,1312.37,1256.308
2024-07-21 18:00:00,1278,1334.47,1311.716
2024-07-21 19:00:00,1298,1301.17,1335.508
2024-07-21 20:00:00,1298,1298.67,1312.053
2024-07-21 21:00:00,1294,1306.87,1291.204
2024-07-21 22:00:00,1260,1263.67,1269.198
2024-07-21 23:00:00,1161,1183.87,1169.076
2024-07-22 00:00:00,1066,1090.97,1073.635
2024-07-22 01:00:00,1012,1029.17,1014.589
2024-07-22 02:00:00,984,993.17,988.893
2024-07-22 03:00:00,971,976.77,975.295
2024-07-22 04:00:00,973,970.27,974.6
2024-07-22 05:00:00,1004,995.47,1027.832
2024-07-22 06:00:00,1153,1144.17,1243.219
2024-07-22 07:00:00,1303,1303.57,1378.353
2024-07-22 08:00:00,1426,1444.57,1443.904
2024-07-22 09:00:00,1483,1524.77,1462.366
2024-07-22 10:00:00,1495,1545.47,1440.051
2024-07-22 11:00:00,1501,1552.07,1460.117
2024-07-22 12:00:00,1488,1552.17,1478.2
2024-07-22 13:00:00,1503,1577.57,1503.037
2024-07-22 14:00:00,1480,1591.67,1473.997
2024-07-22 15:00:00,1461,1598.87,1488.234
2024-07-22 16:00:00,1437,1572.47,1481.271
2024-07-22 17:00:00,1422,1512.17,1451.861
2024-07-22 18:00:00,1422,1480.77,1465.413
2024-07-22 19:00:00,1417,1422.97,1515.106
2024-07-22 20:00:00,1409,1303.37,1499.894
2024-07-22 21:00:00,1390,1435.37,1457.77
2024-07-22 22:00:00,1345,1385.87,1418.995
2024-07-22 23:00:00,1230,1317.77,1290.434
2024-07-23 00:00:00,1134,1196.87,1171.292
2024-07-23 01:00:00,1080,1135.17,1090.84
2024-07-23 02:00:00,1051,1100.17,1064.031
2024-07-23 03:00:00,1041,1079.37,1055.62
2024-07-23 04:00:00,1045,1036.27,1051.236
2024-07-23 05:00:00,1070,1046.37,1081.046
2024-07-23 06:00:00,1216,1189.57,1231.368
2024-07-23 07:00:00,1357,1337.77,1406.797
2024-07-23 08:00:00,1472,1462.57,1531.769
2024-07-23 09:00:00,1520,1488.17,1586.974
2024-07-23 10:00:00,1530,1496.37,1573.37
2024-07-23 11:00:00,1542,1525.67,1683.388
2024-07-23 12:00:00,1537,1536.87,1718.911
2024-07-23 13:00:00,1548,1550.87,1708.39
2024-07-23 14:00:00,1509,1526.37,1717.475
2024-07-23 15:00:00,1476,1502.17,1749.196
2024-07-23 16:00:00,1465,1484.67,1663.048
2024-07-23 17:00:00,1462,1456.67,1573.135
2024-07-23 18:00:00,1433,1479.77,1532.601
2024-07-23 19:00:00,1414,1465.77,1475.117
2024-07-23 20:00:00,1401,1437.87,1451.738
2024-07-23 21:00:00,1381,1392.37,1420.297
2024-07-23 22:00:00,1335,1335.77,1365.996
2024-07-23 23:00:00,1211,1262.17,1229.552
2024-07-24 00:00:00,1114,1196.27,1134.534
2024-07-24 01:00:00,1056,1081.27,1079.776
2024-07-24 02:00:00,1027,1045.57,1049.665
2024-07-24 03:00:00,1014,1042.97,1033.937
2024-07-24 04:00:00,1016,1022.07,1026.56
2024-07-24 05:00:00,1040,1046.47,1068.691
2024-07-24 06:00:00,1185,1197.77,1255.387
2024-07-24 07:00:00,1328,1338.37,1459.267
2024-07-24 08:00:00,1440,1455.27,1607.721
2024-07-24 09:00:00,1491,1535.47,1657.731
2024-07-24 10:00:00,1505,1576.57,1621.462
2024-07-24 11:00:00,1513,1633.27,1632.303
2024-07-24 12:00:00,1509,1638.37,1637.212
2024-07-24 13:00:00,1524,1611.67,1677.834
2024-07-24 14:00:00,1500,1565.67,1633.126
2024-07-24 15:00:00,1469,1525.77,1578.858
2024-07-24 16:00:00,1438,1485.77,1509.048
2024-07-24 17:00:00,1418,1484.57,1464.281
2024-07-24 18:00:00,1418,1444.57,1422.069
2024-07-24 19:00:00,1402,1398.67,1414.762
2024-07-24 20:00:00,1389,1382.27,1424.41
2024-07-24 21:00:00,1367,1428.67,1414.078
2024-07-24 22:00:00,1320,1347.57,1357.979
2024-07-24 23:00:00,1198,1157.67,1237.924
2024-07-25 00:00:00,1106,1113.27,1143.185
2024-07-25 01:00:00,1050,1061.27,1085.328
2024-07-25 02:00:00,1021,1015.87,1063.052
2024-07-25 03:00:00,1004,1022.47,1050.557
2024-07-25 04:00:00,1008,1029.17,1051.821
2024-07-25 05:00:00,1031,1063.67,1070.496
2024-07-25 06:00:00,1181,1188.67,1204.958
2024-07-25 07:00:00,1327,1356.27,1384.744
2024-07-25 08:00:00,1442,1469.07,1514.292
2024-07-25 09:00:00,1495,1562.77,1579.564
2024-07-25 10:00:00,1509,1602.37,1639.791
2024-07-25 11:00:00,1521,1621.07,1630.378
2024-07-25 12:00:00,1522,1585.37,1581.926
2024-07-25 13:00:00,1524,1550.67,1612.841
2024-07-25 14:00:00,1480,1566.27,1692.08
2024-07-25 15:00:00,1470,1542.47,1586.697
2024-07-25 16:00:00,1459,1538.17,1589.359
2024-07-25 17:00:00,1438,1484.97,1596.054
2024-07-25 18:00:00,1423,1475.17,1526.839
2024-07-25 19:00:00,1402,1469.07,1474.4
2024-07-25 20:00:00,1382,1450.07,1432.027
2024-07-25 21:00:00,1360,1419.67,1397.432
2024-07-25 22:00:00,1312,1334.67,1345.163
2024-07-25 23:00:00,1187,1218.47,1240.45
2024-07-26 00:00:00,1094,1134.47,1148.392
2024-07-26 01:00:00,1038,1100.37,1073.182
2024-07-26 02:00:00,1007,1037.57,1046.947
2024-07-26 03:00:00,999,1032.77,1037.347
2024-07-26 04:00:00,1002,1051.07,1036.31
2024-07-26 05:00:00,1027,1070.37,1061.198
2024-07-26 06:00:00,1163,1178.97,1208.892
2024-07-26 07:00:00,1306,1325.67,1393.661
2024-07-26 08:00:00,1419,1445.37,1547.358
2024-07-26 09:00:00,1482,1529.57,1648.166
2024-07-26 10:00:00,1496,1556.17,1644.772
2024-07-26 11:00:00,1519,1608.27,1641.633
2024-07-26 12:00:00,1511,1587.87,1611.447
2024-07-26 13:00:00,1504,1560.67,1592.509
2024-07-26 14:00:00,1468,1538.67,1530.402
2024-07-26 15:00:00,1438,1515.37,1432.196
2024-07-26 16:00:00,1392,1500.07,1388.328
2024-07-26 17:00:00,1376,1463.67,1455.049
2024-07-26 18:00:00,1365,1432.67,1427.526
2024-07-26 19:00:00,1346,1416.87,1435.863
2024-07-26 20:00:00,1330,1394.47,1393.784
2024-07-26 21:00:00,1305,1362.57,1360.617
2024-07-26 22:00:00,1273,1327.87,1333.656
2024-07-26 23:00:00,1176,1261.17,1237.476
2024-07-27 00:00:00,1095,1171.47,1158.351
2024-07-27 01:00:00,1037,1042.67,1067.083
2024-07-27 02:00:00,1005,1015.17,1028.957
2024-07-27 03:00:00,990,999.07,1011.445
2024-07-27 04:00:00,982,990.57,999.946
2024-07-27 05:00:00,970,973.97,1006.147
2024-07-27 06:00:00,1006,1017.97,1115.203
2024-07-27 07:00:00,1079,1112.97,1196.392
2024-07-27 08:00:00,1172,1220.87,1238.786
2024-07-27 09:00:00,1252,1321.57,1262.137
2024-07-27 10:00:00,1292,1361.97,1267.334
2024-07-27 11:00:00,1303,1347.57,1311.065
2024-07-27 12:00:00,1307,1383.97,1361.938
2024-07-27 13:00:00,1298,1378.47,1372.094
2024-07-27 14:00:00,1279,1417.07,1388.457
2024-07-27 15:00:00,1281,1371.87,1276.484
2024-07-27 16:00:00,1281,1391.27,1311.474
2024-07-27 17:00:00,1286,1370.37,1285.987
2024-07-27 18:00:00,1284,1345.77,1252.797
2024-07-27 19:00:00,1281,1316.37,1295.333
2024-07-27 20:00:00,1265,1292.47,1274.563
2024-07-27 21:00:00,1260,1265.27,1267.496
2024-07-27 22:00:00,1235,1226.97,1250.975
2024-07-27 23:00:00,1156,1166.07,1171.109
2024-07-28 00:00:00,1079,1071.77,1093.336
2024-07-28 01:00:00,1029,1017.77,1043.002
2024-07-28 02:00:00,1002,1019.87,1009.874
2024-07-28 03:00:00,985,984.47,989.784
2024-07-28 04:00:00,977,970.57,980.761
2024-07-28 05:00:00,966,955.27,977.904
2024-07-28 06:00:00,998,998.37,1034.982
2024-07-28 07:00:00,1057,1077.47,1134.133
2024-07-28 08:00:00,1150,1174.17,1247.829
2024-07-28 09:00:00,1246,1256.57,1325.466
2024-07-28 10:00:00,1306,1327.37,1391.896
2024-07-28 11:00:00,1323,1379.77,1423.906
2024-07-28 12:00:00,1334,1385.37,1428.571
2024-07-28 13:00:00,1328,1374.27,1489.179
2024-07-28 14:00:00,1315,1396.87,1492.407
2024-07-28 15:00:00,1298,1337.87,1431.615
2024-07-28 16:00:00,1283,1372.97,1390.085
2024-07-28 17:00:00,1294,1384.57,1368.524
2024-07-28 18:00:00,1292,1390.57,1346.068
2024-07-28 19:00:00,1279,1344.27,1309.267
2024-07-28 20:00:00,1273,1371.37,1272.366
2024-07-28 21:00:00,1258,1362.57,1250.042
2024-07-28 22:00:00,1214,1335.97,1171.792
2024-07-28 23:00:00,1105,1150.07,1058.807
2024-07-29 00:00:00,1015,1092.47,999.22
2024-07-29 01:00:00,964,1017.17,950.374
2024-07-29 02:00:00,937,1052.07,925.728
2024-07-29 03:00:00,929,1005.67,916.906
2024-07-29 04:00:00,935,979.37,911.083
2024-07-29 05:00:00,968,1018.87,928.737
2024-07-29 06:00:00,1111,1211.57,1075.758
2024-07-29 07:00:00,1259,1420.47,1239.228
2024-07-29 08:00:00,1385,1585.07,1388.135
2024-07-29 09:00:00,1451,1558.07,1483.604
2024-07-29 10:00:00,1473,1570.77,1555.946
2024-07-29 11:00:00,1486,1560.77,1610.947
2024-07-29 12:00:00,1480,1578.37,1649.917
2024-07-29 13:00:00,1495,1635.67,1657.432
2024-07-29 14:00:00,1480,1620.77,1652.749
2024-07-29 15:00:00,1433,1561.97,1640.187
2024-07-29 16:00:00,1400,1504.97,1556.675
2024-07-29 17:00:00,1383,1403.17,1501.006
2024-07-29 18:00:00,1374,1432.77,1419.579
2024-07-29 19:00:00,1349,1428.57,1373.823
2024-07-29 20:00:00,1332,1403.17,1330.241
2024-07-29 21:00:00,1310,1399.67,1288.494
2024-07-29 22:00:00,1260,1325.77,1237.822
2024-07-29 23:00:00,1142,1269.07,1132.716
2024-07-30 00:00:00,1053,1161.77,1056.325
2024-07-30 01:00:00,1000,1083.77,1024.877
2024-07-30 02:00:00,973,1039.87,1002.803
2024-07-30 03:00:00,961,1021.47,1000.856
2024-07-30 04:00:00,966,1067.67,1000.464
2024-07-30 05:00:00,993,1094.37,1038.631
2024-07-30 06:00:00,1135,1239.27,1234.56
2024-07-30 07:00:00,1278,1394.77,1435.925
2024-07-30 08:00:00,1394,1500.37,1596.016
2024-07-30 09:00:00,1451,1540.47,1728.164
2024-07-30 10:00:00,1466,1660.47,1777.09
2024-07-30 11:00:00,1463,1711.37,1732.105
2024-07-30 12:00:00,1458,1669.57,1648.526
2024-07-30 13:00:00,1462,1632.97,1599.582
2024-07-30 14:00:00,1442,1577.87,1450.97
2024-07-30 15:00:00,1427,1619.57,1329.701
2024-07-30 16:00:00,1411,1466.67,1294.029
2024-07-30 17:00:00,1380,1393.87,1304.976
2024-07-30 18:00:00,1371,1357.47,1336.253
2024-07-30 19:00:00,1364,1338.07,1357.125
2024-07-30 20:00:00,1350,1375.47,1352.274
2024-07-30 21:00:00,1338,1380.47,1337.653
2024-07-30 22:00:00,1288,1360.87,1293.201
2024-07-30 23:00:00,1161,1292.27,1175.957
2024-07-31 00:00:00,1062,1179.67,1071.487
2024-07-31 01:00:00,1006,1062.07,1024.671
2024-07-31 02:00:00,977,993.97,1001.347
2024-07-31 03:00:00,963,990.97,988.071
2024-07-31 04:00:00,967,984.27,991.069
2024-07-31 05:00:00,994,1060.57,1040.408
2024-07-31 06:00:00,1136,1239.17,1249.35
2024-07-31 07:00:00,1279,1400.27,1426.514
2024-07-31 08:00:00,1392,1518.77,1495.171
2024-07-31 09:00:00,1441,1591.97,1480.296
2024-07-31 10:00:00,1445,1649.27,1425.99
2024-07-31 11:00:00,1448,1550.67,1393.08
2024-07-31 12:00:00,1448,1538.47,1366.626
2024-07-31 13:00:00,1461,1482.17,1377.202
2024-07-31 14:00:00,1454,1480.87,1327.916
2024-07-31 15:00:00,1442,1531.97,1302.644
2024-07-31 16:00:00,1418,1558.37,1269.762
2024-07-31 17:00:00,1390,1538.47,1282.048
2024-07-31 18:00:00,1392,1424.27,1375.467
2024-07-31 19:00:00,1379,1339.87,1398.227
2024-07-31 20:00:00,1366,1383.47,1380.603
2024-07-31 21:00:00,1353,1385.37,1368.231
2024-07-31 22:00:00,1298,1370.47,1315.471
2024-07-31 23:00:00,1171,1252.07,1206.045
2024-08-01 00:00:00,1072,1164.37,1092.78
2024-08-01 01:00:00,1016,1044.57,1029.842
2024-08-01 02:00:00,988,968.67,996.385
2024-08-01 03:00:00,976,1015.27,988.451
2024-08-01 04:00:00,980,1018.77,990.441
2024-08-01 05:00:00,1006,1042.97,1034.312
2024-08-01 06:00:00,1146,1185.07,1237.123
2024-08-01 07:00:00,1285,1346.17,1436.892
2024-08-01 08:00:00,1398,1447.17,1560.543
2024-08-01 09:00:00,1449,1587.47,1520.493
2024-08-01 10:00:00,1456,1601.87,1388.642
2024-08-01 11:00:00,1460,1595.67,1368.932
2024-08-01 12:00:00,1459,1616.77,1407.845
2024-08-01 13:00:00,1475,1561.77,1403.419
2024-08-01 14:00:00,1459,1548.47,1330.926
2024-08-01 15:00:00,1453,1523.27,1290.589
2024-08-01 16:00:00,1430,1478.57,1329.652
2024-08-01 17:00:00,1406,1398.87,1370.935
2024-08-01 18:00:00,1398,1342.57,1376.124
2024-08-01 19:00:00,1382,1312.37,1404.222
2024-08-01 20:00:00,1371,1336.67,1394.033
2024-08-01 21:00:00,1359,1340.37,1381.107
2024-08-01 22:00:00,1301,1317.57,1325.9
2024-08-01 23:00:00,1173,1207.97,1193.315
2024-08-02 00:00:00,1080,1086.97,1095.562
2024-08-02 01:00:00,1023,1017.57,1044.635
2024-08-02 02:00:00,991,1022.17,1013.187
2024-08-02 03:00:00,982,1013.07,998.6
2024-08-02 04:00:00,985,1000.77,1005.301
2024-08-02 05:00:00,1011,1031.47,1058.213
2024-08-02 06:00:00,1146,1169.27,1260.611
2024-08-02 07:00:00,1283,1297.17,1419.036
2024-08-02 08:00:00,1393,1390.77,1478.719
2024-08-02 09:00:00,1438,1471.57,1520.342
2024-08-02 10:00:00,1450,1518.27,1480.191
2024-08-02 11:00:00,1468,1562.07,1412.797
2024-08-02 12:00:00,1462,1559.77,1401.221
2024-08-02 13:00:00,1466,1519.57,1419.207
2024-08-02 14:00:00,1447,1522.07,1400.967
2024-08-02 15:00:00,1417,1487.57,1349.348
2024-08-02 16:00:00,1390,1441.37,1312.301
2024-08-02 17:00:00,1384,1423.97,1336.483
2024-08-02 18:00:00,1367,1435.27,1344.103
2024-08-02 19:00:00,1348,1355.27,1368.047
2024-08-02 20:00:00,1322,1347.27,1356.793
2024-08-02 21:00:00,1298,1341.47,1345.23
2024-08-02 22:00:00,1259,1301.37,1293.264
2024-08-02 23:00:00,1155,1218.77,1188.344
2024-08-03 00:00:00,1078,1111.57,1097.657
2024-08-03 01:00:00,1021,1044.87,1034.643
2024-08-03 02:00:00,988,1002.17,1005.554
2024-08-03 03:00:00,973,982.67,991.759
2024-08-03 04:00:00,965,968.97,984.537
2024-08-03 05:00:00,957,954.77,998.548
2024-08-03 06:00:00,992,995.27,1101.002
2024-08-03 07:00:00,1061,1085.87,1171.242
2024-08-03 08:00:00,1153,1181.97,1211.876
2024-08-03 09:00:00,1230,1280.97,1252.813
2024-08-03 10:00:00,1270,1352.77,1226.878
2024-08-03 11:00:00,1280,1292.37,1218.295
2024-08-03 12:00:00,1279,1435.57,1211.74
2024-08-03 13:00:00,1270,1417.57,1188.937
2024-08-03 14:00:00,1252,1376.57,1158.201
2024-08-03 15:00:00,1235,1363.07,1152.527
2024-08-03 16:00:00,1239,1339.57,1146.153
2024-08-03 17:00:00,1232,1344.17,1197.003
2024-08-03 18:00:00,1237,1317.17,1250.024
2024-08-03 19:00:00,1228,1294.87,1231.469
2024-08-03 20:00:00,1222,1237.77,1229.177
2024-08-03 21:00:00,1219,1208.77,1238.299
2024-08-03 22:00:00,1191,1184.97,1210.918
2024-08-03 23:00:00,1108,1129.97,1122.853
2024-08-04 00:00:00,1032,1070.27,1044.106
2024-08-04 01:00:00,981,1006.37,985.591
2024-08-04 02:00:00,951,973.27,960.943
2024-08-04 03:00:00,932,952.87,942.579
2024-08-04 04:00:00,921,950.87,937.133
2024-08-04 05:00:00,913,926.27,947.181
2024-08-04 06:00:00,938,953.77,1035.039
2024-08-04 07:00:00,992,1015.07,1123.973
2024-08-04 08:00:00,1084,1104.07,1191.823
2024-08-04 09:00:00,1171,1174.67,1251.825
2024-08-04 10:00:00,1220,1295.27,1182.314
2024-08-04 11:00:00,1234,1367.87,1131.386
2024-08-04 12:00:00,1241,1351.47,1143.834
2024-08-04 13:00:00,1235,1336.67,1158.002
2024-08-04 14:00:00,1225,1310.77,1180.4
2024-08-04 15:00:00,1224,1284.47,1157.746
2024-08-04 16:00:00,1225,1414.97,1206.13
2024-08-04 17:00:00,1240,1280.27,1283.459
2024-08-04 18:00:00,1249,1262.37,1300.518
2024-08-04 19:00:00,1263,1271.67,1292.218
2024-08-04 20:00:00,1267,1275.77,1289.786
2024-08-04 21:00:00,1271,1272.67,1304.891
2024-08-04 22:00:00,1225,1242.07,1254.759
2024-08-04 23:00:00,1115,1152.57,1145.987
2024-08-05 00:00:00,1031,1056.87,1053.879
2024-08-05 01:00:00,984,989.87,1003.048
2024-08-05 02:00:00,960,966.37,980.536
2024-08-05 03:00:00,949,948.27,965.888
2024-08-05 04:00:00,957,949.37,962.938
2024-08-05 05:00:00,993,979.17,1007.033
2024-08-05 06:00:00,1129,1123.77,1174.253
2024-08-05 07:00:00,1274,1310.97,1372.376
2024-08-05 08:00:00,1402,1422.87,1554.226
2024-08-05 09:00:00,1464,1484.17,1641.189
2024-08-05 10:00:00,1482,1536.17,1644.898
2024-08-05 11:00:00,1492,1549.27,1623.394
2024-08-05 12:00:00,1481,1577.67,1626.234
2024-08-05 13:00:00,1488,1587.27,1599.076
2024-08-05 14:00:00,1447,1549.97,1592.577
2024-08-05 15:00:00,1412,1513.97,1509.218
2024-08-05 16:00:00,1380,1476.47,1452.195
2024-08-05 17:00:00,1367,1446.77,1455.081
2024-08-05 18:00:00,1362,1445.67,1459.751
2024-08-05 19:00:00,1349,1392.47,1449.13
2024-08-05 20:00:00,1335,1444.07,1436.532
2024-08-05 21:00:00,1318,1370.97,1426.856
2024-08-05 22:00:00,1255,1354.47,1359.676
2024-08-05 23:00:00,1137,1177.27,1225.737
2024-08-06 00:00:00,1057,1080.17,1126.001
2024-08-06 01:00:00,1003,1063.27,1055.663
2024-08-06 02:00:00,977,1024.67,1027.069
2024-08-06 03:00:00,966,1006.77,1009.268
2024-08-06 04:00:00,968,1003.87,1012.207
2024-08-06 05:00:00,999,1024.07,1049.713
2024-08-06 06:00:00,1136,1147.87,1248.328
2024-08-06 07:00:00,1273,1312.97,1457.89
2024-08-06 08:00:00,1386,1413.67,1547.864
2024-08-06 09:00:00,1439,1494.77,1530.779
2024-08-06 10:00:00,1445,1532.47,1509.868
2024-08-06 11:00:00,1448,1459.87,1503.927
2024-08-06 12:00:00,1451,1532.37,1427.399
2024-08-06 13:00:00,1464,1524.27,1396.251
2024-08-06 14:00:00,1450,1499.37,1354.304
2024-08-06 15:00:00,1437,1486.97,1396.58
2024-08-06 16:00:00,1412,1402.17,1385.71
2024-08-06 17:00:00,1394,1429.47,1348.652
2024-08-06 18:00:00,1388,1400.37,1429.687
2024-08-06 19:00:00,1383,1419.47,1440.147
2024-08-06 20:00:00,1375,1449.47,1433.284
2024-08-06 21:00:00,1360,1424.57,1433.807
2024-08-06 22:00:00,1293,1462.67,1372.261
2024-08-06 23:00:00,1169,1267.97,1228.4
2024-08-07 00:00:00,1067,1110.57,1138.469
2024-08-07 01:00:00,1010,1057.37,1070.809
2024-08-07 02:00:00,982,1022.47,1037.198
2024-08-07 03:00:00,968,1010.37,1019.287
2024-08-07 04:00:00,969,1012.97,1025.353
2024-08-07 05:00:00,999,1035.67,1063.179
2024-08-07 06:00:00,1135,1170.87,1223.079
2024-08-07 07:00:00,1274,1302.37,1406.789
2024-08-07 08:00:00,1391,1422.07,1587.433
2024-08-07 09:00:00,1447,1469.67,1680.857
2024-08-07 10:00:00,1456,1504.77,1584.241
2024-08-07 11:00:00,1460,1559.07,1517.64
2024-08-07 12:00:00,1456,1559.67,1476.303
2024-08-07 13:00:00,1465,1574.17,1494.295
2024-08-07 14:00:00,1448,1532.47,1458.386
2024-08-07 15:00:00,1438,1512.87,1415.569
2024-08-07 16:00:00,1412,1512.27,1397.324
2024-08-07 17:00:00,1395,1470.77,1369.582
2024-08-07 18:00:00,1392,1450.57,1377.931
2024-08-07 19:00:00,1386,1406.87,1441.374
2024-08-07 20:00:00,1377,1428.87,1435.47
2024-08-07 21:00:00,1365,1416.27,1432.569
2024-08-07 22:00:00,1294,1382.57,1360.02
2024-08-07 23:00:00,1171,1290.97,1230.916
2024-08-08 00:00:00,1070,1128.77,1130.803
2024-08-08 01:00:00,1016,1063.07,1072.767
2024-08-08 02:00:00,989,1027.87,1038.487
2024-08-08 03:00:00,977,1014.87,1026.16
2024-08-08 04:00:00,978,1003.07,1030.231
2024-08-08 05:00:00,1007,1033.07,1071.097
2024-08-08 06:00:00,1142,1179.47,1253.435
2024-08-08 07:00:00,1278,1320.87,1400.461
2024-08-08 08:00:00,1392,1443.87,1442.629
2024-08-08 09:00:00,1445,1508.97,1492.036
2024-08-08 10:00:00,1454,1511.17,1509.131
2024-08-08 11:00:00,1464,1518.37,1528.902
2024-08-08 12:00:00,1468,1570.77,1497.119
2024-08-08 13:00:00,1484,1609.37,1526.98
2024-08-08 14:00:00,1471,1582.77,1464.634
2024-08-08 15:00:00,1458,1522.77,1468.205
2024-08-08 16:00:00,1430,1471.37,1458.031
2024-08-08 17:00:00,1417,1474.77,1513.201
2024-08-08 18:00:00,1411,1463.37,1493.825
2024-08-08 19:00:00,1402,1416.27,
2024-08-08 20:00:00,1393,1414.67,
2024-08-08 21:00:00,1377,1410.47,
2024-08-08 22:00:00,1305,1351.87,
2024-08-08 23:00:00,1182,1229.57,
